UF;CBO Ocupação 2002;CNAE 2.0 Classe;Escolaridade após 2005;Idade;Raça Cor;Vl Remun Dezembro Nom;Sexo Trabalhador
RO;212420;61906;                  01;  23;02;1263.65;                  01
RO;212420;61906;                  01;  22;09;1408.06;                  01
RO;317105;61906;                  02;  53;02;5024.58;                  01
RO;212420;61108;                  02;  23;09;1465.19;                  01
RO;317210;43215;                  04;  31;08;1100.00;                  01
RO;317210;61906;                  04;  26;09;1555.89;                  01
RO;142520;60217;                  04;  36;02;1848.29;                  01
RO;317205;86101;                  04;  26;02;2757.36;                  01
RO;212420;61906;                  04;  27;08;1786.45;                  01
RO;212420;61108;                  04;  24;09;1846.77;                  01
RO;142515;22226;                  05;  51;02;2940.00;                  01
RO;317105;61906;                  05;  27;08;2589.08;                  01
RO;317210;61108;                  05;  31;08;1666.40;                  01
RO;317205;84116;                  05;  52;99;1758.59;                  01
RO;317110;46184;                  05;  43;09;6019.90;                  01
RO;317110;84116;                  05;  51;99;3477.70;                  01
RO;317210;77331;                  05;  46;02;6337.77;                  01
RO;317205;84116;                  05;  54;99;3165.75;                  01
RO;142505;61906;                  05;  31;04;4500.75;                  01
RO;317210;61108;                  05;  20;09;1911.62;                  01
RO;317205;18113;                  05;  41;02;2559.90;                  01
RO;317210;61108;                  05;  34;08;1581.57;                  01
RO;212420;85996;                  06;  17;02;1242.00;                  01
RO;317110;62023;                  06;  34;02;2593.75;                  01
RO;317110;62023;                  06;  48;08;2593.75;                  01
RO;142520;84116;                  06;  46;99;1244.08;                  01
RO;317210;61906;                  06;  17;08;1242.00;                  01
RO;317210;61906;                  06;  21;08;1614.60;                  01
RO;317105;61906;                  06;  25;02;2297.10;                  01
RO;212410;61906;                  06;  18;02;1235.00;                  01
RO;142505;61906;                  06;  28;09;2784.50;                  01
RO;317205;49302;                  06;  38;09;1270.50;                  01
RO;317210;42219;                  06;  20;09;1653.00;                  01
RO;212420;62023;                  06;  32;08;6430.00;                  01
RO;212215;84116;                  06;  25;99;1100.00;                  01
RO;212420;62091;                  06;  16;09;550.00;                  01
RO;142530;47512;                  06;  25;08;1910.96;                  01
RO;317105;73114;                  06;  17;09;1128.00;                  01
RO;317110;77390;                  06;  28;09;1100.00;                  01
RO;212410;61108;                  06;  17;08;1350.00;                  01
RO;317210;61108;                  06;  21;08;1603.27;                  01
RO;317210;61906;                  06;  23;08;1796.34;                  01
RO;212420;45111;                  06;  28;08;2500.00;                  01
RO;317105;61108;                  06;  24;08;1818.87;                  01
RO;317105;61108;                  06;  24;08;1967.42;                  01
RO;317105;61108;                  06;  21;08;2140.85;                  01
RO;212410;46494;                  06;  23;02;2872.09;                  01
RO;212420;61906;                  06;  31;04;1614.60;                  01
RO;212420;61906;                  06;  24;09;1453.66;                  01
RO;212420;61906;                  06;  21;08;1877.23;                  01
RO;212420;61906;                  06;  22;08;1838.61;                  01
RO;317205;96092;                  06;  28;02;1281.38;                  01
RO;212410;61906;                  06;  23;08;2193.36;                  01
RO;317210;61108;                  06;  25;02;1907.74;                  01
RO;212420;61906;                  06;  25;08;3080.00;                  01
RO;212420;10112;                  06;  25;02;3689.87;                  01
RO;212420;61906;                  06;  23;08;1628.53;                  01
RO;212420;18300;                  06;  38;02;2055.22;                  01
RO;212410;61906;                  06;  28;08;4386.77;                  01
RO;317205;96092;                  06;  19;08;1647.32;                  01
RO;212420;85996;                  07;  36;08;1150.00;                  01
RO;212405;85414;                  07;  27;99;2641.55;                  01
RO;317110;85414;                  07;  28;99;2641.55;                  01
RO;317110;85414;                  07;  25;99;4264.57;                  01
RO;317205;58298;                  07;  34;08;1715.92;                  01
RO;317210;61108;                  07;  21;08;1419.26;                  01
RO;317110;85414;                  07;  27;99;3854.71;                  01
RO;142530;61108;                  07;  23;09;1366.80;                  01
RO;212420;85996;                  07;  26;08;1150.00;                  01
RO;212420;85996;                  07;  39;08;482.26;                  01
RO;212420;85996;                  07;  37;08;1751.75;                  01
RO;317210;46338;                  07;  25;09;1400.00;                  01
RO;317205;84116;                  07;  49;99;3911.94;                  01
RO;317210;73190;                  07;  25;09;1100.00;                  01
RO;212405;85414;                  07;  20;99;2446.96;                  01
RO;317110;85996;                  07;  31;09;1919.58;                  01
RO;317110;85996;                  07;  22;09;1800.00;                  01
RO;212420;85996;                  07;  20;09;1456.62;                  01
RO;212420;85996;                  07;  25;09;1861.29;                  01
RO;317110;46524;                  07;  20;02;2266.66;                  01
RO;123605;84116;                  07;  24;99;2000.00;                  01
RO;317210;47725;                  07;  27;02;1235.00;                  01
RO;212420;85996;                  07;  36;09;4681.82;                  01
RO;317110;85996;                  07;  35;09;1942.95;                  01
RO;317110;85996;                  07;  31;09;2134.87;                  01
RO;212405;49302;                  07;  40;08;1485.49;                  01
RO;212405;73122;                  07;  26;09;1500.00;                  01
RO;317210;61906;                  07;  24;08;1416.90;                  01
RO;142520;82113;                  07;  45;08;2100.00;                  01
RO;142530;46397;                  07;  42;09;6280.00;                  01
RO;317210;86402;                  07;  37;04;3220.00;                  01
RO;317115;95118;                  07;  24;02;1400.00;                  01
RO;317205;47512;                  07;  24;08;2000.00;                  01
RO;142530;84116;                  07;  30;99;1793.10;                  01
RO;317110;95118;                  07;  17;09;1500.00;                  01
RO;317205;46869;                  07;  28;08;1235.00;                  01
RO;317210;84116;                  07;  39;99;1555.00;                  01
RO;142520;84116;                  07;  19;99;1602.00;                  01
RO;123605;84116;                  07;  36;99;1200.00;                  01
RO;317210;61906;                  07;  34;09;1614.60;                  01
RO;212420;47725;                  07;  27;02;2000.00;                  01
RO;142505;82199;                  07;  48;08;2500.00;                  01
RO;123605;47725;                  07;  30;08;5796.02;                  01
RO;212420;47890;                  07;  38;08;3646.21;                  01
RO;317210;45111;                  07;  21;09;1397.00;                  01
RO;317210;84116;                  07;  42;99;1830.98;                  01
RO;142515;16226;                  07;  24;09;2000.00;                  01
RO;317205;47113;                  07;  21;08;1473.82;                  01
RO;142505;64247;                  07;  32;02;2129.04;                  01
RO;142510;61108;                  07;  30;08;3000.00;                  01
RO;317210;46443;                  07;  35;08;4297.68;                  01
RO;317110;46443;                  07;  24;08;2580.68;                  01
RO;317210;46443;                  07;  34;08;4297.68;                  01
RO;317110;62015;                  07;  21;09;1242.00;                  01
RO;317110;62015;                  07;  21;09;1242.00;                  01
RO;212310;61906;                  07;  29;08;1800.00;                  01
RO;212420;45111;                  07;  22;08;827.74;                  01
RO;317205;64247;                  07;  32;08;2473.95;                  01
RO;142520;52125;                  07;  31;08;1625.67;                  01
RO;317210;74901;                  07;  22;08;1740.00;                  01
RO;317105;61108;                  07;  39;09;2000.00;                  01
RO;317210;61108;                  07;  19;02;728.13;                  01
RO;212410;61108;                  07;  37;09;10991.03;                  01
RO;212410;61108;                  07;  44;08;2946.62;                  01
RO;317205;64247;                  07;  26;08;2473.95;                  01
RO;212405;64247;                  07;  29;08;4596.31;                  01
RO;317105;61906;                  07;  21;08;1616.48;                  01
RO;317105;61906;                  07;  26;09;2284.48;                  01
RO;317105;61906;                  07;  24;09;1531.40;                  01
RO;317105;61906;                  07;  24;09;1531.40;                  01
RO;142530;80200;                  07;  33;08;2604.00;                  01
RO;317110;46915;                  07;  27;06;2467.00;                  01
RO;212420;47521;                  07;  33;08;2730.00;                  01
RO;142515;03213;                  07;  38;09;2478.00;                  01
RO;142515;03213;                  07;  37;09;2662.80;                  01
RO;317210;10660;                  07;  19;09;1948.53;                  01
RO;142530;85139;                  07;  46;08;1500.00;                  01
RO;317110;62023;                  07;  42;02;4101.33;                  01
RO;142515;84116;                  07;  30;99;2212.40;                  01
RO;317205;62040;                  07;  31;02;1400.00;                  01
RO;142530;63992;                  07;  26;09;2261.58;                  01
RO;317210;63992;                  07;  22;09;1493.08;                  01
RO;142505;82113;                  07;  33;09;5000.80;                  01
RO;317210;94910;                  07;  30;08;1428.00;                  01
RO;317205;64247;                  07;  29;08;3183.70;                  01
RO;317205;49221;                  07;  54;09;2338.69;                  01
RO;317205;47512;                  07;  24;09;1614.60;                  01
RO;317205;47512;                  07;  27;09;430.56;                  01
RO;317210;01512;                  07;  34;09;3332.00;                  01
RO;212420;25128;                  07;  25;08;2575.00;                  01
RO;317210;47512;                  07;  22;08;1701.56;                  01
RO;317210;47512;                  07;  22;09;1531.40;                  01
RO;317210;47512;                  07;  34;09;1531.40;                  01
RO;317110;84116;                  07;  36;99;4920.45;                  01
RO;317110;84116;                  07;  34;99;4745.02;                  01
RO;317110;84116;                  07;  34;99;4745.02;                  01
RO;317205;84116;                  07;  43;99;3987.41;                  01
RO;317110;84116;                  07;  31;99;4276.20;                  01
RO;142515;86909;                  07;  37;08;2566.66;                  01
RO;317205;84116;                  07;  35;99;5176.80;                  01
RO;317210;62015;                  07;  27;09;2370.52;                  01
RO;212420;47547;                  07;  27;08;1170.00;                  01
RO;212420;47547;                  07;  35;08;1170.00;                  01
RO;212420;47547;                  07;  28;08;1170.00;                  01
RO;317110;84116;                  07;  51;99;6435.98;                  01
RO;142530;47512;                  07;  29;08;1736.00;                  01
RO;212405;94111;                  07;  25;08;2914.90;                  01
RO;142505;49302;                  07;  34;02;3246.22;                  01
RO;317205;84116;                  07;  36;99;1798.29;                  01
RO;317210;47512;                  07;  24;02;1235.00;                  01
RO;317210;84116;                  07;  29;99;1878.76;                  01
RO;317120;60217;                  07;  36;08;2435.66;                  01
RO;317110;62023;                  07;  24;09;1725.00;                  01
RO;212420;62023;                  07;  21;09;1647.50;                  01
RO;212420;62023;                  07;  24;09;1623.61;                  01
RO;317110;62023;                  07;  21;02;2800.00;                  01
RO;142530;64620;                  07;  27;08;4200.00;                  01
RO;212310;47512;                  07;  51;08;1700.00;                  01
RO;212310;47512;                  07;  40;08;1235.00;                  01
RO;317210;85201;                  07;  27;08;1500.00;                  01
RO;142520;60217;                  07;  35;08;1848.29;                  01
RO;142520;60217;                  07;  24;08;1848.29;                  01
RO;212420;62091;                  07;  41;08;1543.75;                  01
RO;317210;82199;                  07;  42;02;2637.00;                  01
RO;317210;62015;                  07;  30;09;1820.00;                  01
RO;317210;62015;                  07;  23;09;1128.00;                  01
RO;317210;62015;                  07;  24;09;1128.00;                  01
RO;317210;62015;                  07;  22;09;940.00;                  01
RO;317210;62015;                  07;  43;09;1466.40;                  01
RO;142530;62015;                  07;  35;08;4000.08;                  01
RO;212420;45111;                  07;  33;08;1800.00;                  01
RO;142525;10112;                  07;  31;08;7621.60;                  01
RO;317210;47521;                  07;  48;02;2380.00;                  01
RO;317205;77331;                  07;  28;09;1839.24;                  01
RO;317210;84116;                  07;  28;99;2969.70;                  01
RO;317210;49299;                  07;  44;09;1242.00;                  01
RO;212420;62091;                  07;  29;02;2510.33;                  01
RO;212405;84116;                  07;  38;08;1906.41;                  01
RO;317205;60217;                  07;  31;02;1600.00;                  01
RO;317210;85996;                  07;  30;02;1531.40;                  01
RO;317210;85996;                  07;  21;09;1531.40;                  01
RO;317210;85996;                  07;  21;09;1178.00;                  01
RO;317205;41204;                  07;  23;08;1618.40;                  01
RO;317205;84116;                  07;  25;99;3359.57;                  01
RO;212420;45111;                  07;  31;08;1600.00;                  01
RO;142530;61906;                  07;  23;09;1605.50;                  01
RO;142530;61906;                  07;  26;09;4000.00;                  01
RO;317205;86101;                  07;  24;08;1696.40;                  01
RO;212315;94308;                  07;  24;09;550.00;                  01
RO;317210;46443;                  07;  29;02;1905.55;                  01
RO;317110;84116;                  07;  28;99;4745.02;                  01
RO;317210;62023;                  07;  31;09;3035.00;                  01
RO;317210;62023;                  07;  27;09;2216.00;                  01
RO;212310;64247;                  07;  22;02;2828.99;                  01
RO;212420;60101;                  07;  26;08;2203.48;                  01
RO;317210;46923;                  07;  49;09;3000.00;                  01
RO;317205;47113;                  07;  40;08;2695.09;                  01
RO;123605;84116;                  07;  40;99;3000.00;                  01
RO;317110;62091;                  07;  22;08;1235.00;                  01
RO;317205;84116;                  07;  33;99;2796.89;                  01
RO;212420;47547;                  07;  32;08;1979.91;                  01
RO;317210;84116;                  07;  44;99;5724.30;                  01
RO;212410;61108;                  07;  23;09;3650.00;                  01
RO;317210;18113;                  07;  43;08;2913.40;                  01
RO;142510;47831;                  07;  34;09;2288.83;                  01
RO;317205;45111;                  07;  22;02;1600.00;                  01
RO;123605;84116;                  07;  42;99;8787.85;                  01
RO;317210;84116;                  07;  33;99;1814.38;                  01
RO;317105;73114;                  07;  22;08;1177.81;                  01
RO;212420;73114;                  07;  31;08;1329.03;                  01
RO;317210;47512;                  07;  23;08;1179.00;                  01
RO;123605;84116;                  07;  31;99;1324.74;                  01
RO;123605;84116;                  07;  37;99;1324.74;                  01
RO;317110;47113;                  07;  38;08;1500.00;                  01
RO;142530;61906;                  07;  33;08;2019.28;                  01
RO;317205;85317;                  07;  23;04;1110.95;                  01
RO;212420;47547;                  07;  21;08;1687.20;                  01
RO;317105;73114;                  07;  28;08;1128.00;                  01
RO;317210;82113;                  07;  28;08;867.84;                  01
RO;212410;61108;                  07;  21;09;1531.40;                  01
RO;212410;61108;                  07;  21;08;1531.40;                  01
RO;212410;61906;                  07;  26;02;1738.80;                  01
RO;142505;61906;                  07;  23;02;1738.80;                  01
RO;212420;61906;                  07;  23;08;1614.60;                  01
RO;212420;61906;                  07;  62;09;1520.95;                  01
RO;317210;62015;                  07;  32;08;3824.51;                  01
RO;317205;84116;                  07;  30;99;6176.65;                  01
RO;317210;47547;                  07;  19;04;1242.00;                  01
RO;317205;96092;                  07;  30;09;1178.00;                  01
RO;142515;10660;                  07;  43;02;8062.78;                  01
RO;123605;84116;                  07;  37;99;2200.00;                  01
RO;317205;84116;                  07;  37;99;2134.21;                  01
RO;142510;62023;                  07;  21;09;1332.22;                  01
RO;317210;85201;                  07;  43;02;3451.16;                  01
RO;212410;61906;                  07;  26;08;2193.36;                  01
RO;212420;62023;                  07;  31;02;3500.00;                  01
RO;212420;62023;                  07;  23;08;2500.00;                  01
RO;317205;47890;                  07;  18;02;1242.00;                  01
RO;317110;62031;                  07;  22;08;1850.00;                  01
RO;317110;62031;                  07;  22;08;1850.00;                  01
RO;317210;62031;                  07;  26;08;1242.00;                  01
RO;317105;95118;                  07;  31;09;1178.00;                  01
RO;212420;85325;                  07;  38;08;3093.94;                  01
RO;317210;47512;                  07;  26;09;1242.00;                  01
RO;142505;61906;                  07;  28;04;1500.00;                  01
RO;317110;10660;                  07;  43;09;6567.08;                  01
RO;317120;47512;                  07;  28;02;1386.67;                  01
RO;317205;66223;                  07;  28;08;1505.00;                  01
RO;317210;45200;                  07;  22;02;1240.00;                  01
RO;212410;86305;                  07;  21;09;1475.00;                  01
RO;212310;61906;                  07;  39;02;1872.00;                  01
RO;317210;84116;                  07;  45;99;4683.52;                  01
RO;212420;62023;                  07;  40;02;10760.00;                  01
RO;212420;70204;                  07;  26;08;2919.69;                  01
RO;317110;62023;                  07;  34;08;3334.49;                  01
RO;212420;61906;                  07;  21;09;1242.00;                  01
RO;212420;61906;                  07;  23;09;1614.60;                  01
RO;212420;61906;                  07;  22;09;1614.60;                  01
RO;212415;47423;                  07;  19;08;1235.00;                  01
RO;317205;47555;                  07;  37;09;1250.00;                  01
RO;317210;95118;                  07;  20;09;1178.00;                  01
RO;317210;85325;                  07;  33;08;594.44;                  01
RO;212410;61108;                  07;  24;09;1570.00;                  01
RO;317105;61108;                  07;  22;09;1570.00;                  01
RO;317210;47539;                  07;  22;09;1242.00;                  01
RO;123605;84116;                  07;  20;99;1100.00;                  01
RO;317110;90019;                  07;  32;02;6800.00;                  01
RO;142530;45307;                  07;  43;09;6049.00;                  01
RO;317210;61108;                  07;  21;02;1240.00;                  01
RO;142530;86101;                  07;  25;02;4525.00;                  01
RO;142515;10660;                  07;  43;08;4508.20;                  01
RO;317210;86402;                  07;  38;08;1540.00;                  01
RO;317110;62015;                  07;  19;09;1100.00;                  01
RO;212420;47512;                  07;  24;09;3100.00;                  01
RO;212420;47512;                  07;  24;09;1249.00;                  01
RO;212420;47512;                  07;  19;08;1623.70;                  01
RO;212420;47512;                  07;  22;09;2431.60;                  01
RO;212420;47512;                  07;  18;09;1249.00;                  01
RO;212420;47512;                  07;  19;09;1249.00;                  01
RO;212420;47512;                  07;  20;09;1659.78;                  01
RO;212420;47512;                  07;  21;09;1249.00;                  01
RO;212420;61906;                  07;  21;09;1614.60;                  01
RO;212420;61906;                  07;  27;09;1178.53;                  01
RO;212405;45111;                  07;  21;09;1187.78;                  01
RO;317110;64247;                  07;  27;02;5142.52;                  01
RO;212420;62091;                  07;  21;09;1100.00;                  01
RO;212420;85996;                  07;  24;09;1500.00;                  01
RO;212415;69206;                  07;  60;08;3135.00;                  01
RO;317210;61906;                  07;  29;09;2385.00;                  01
RO;317210;61906;                  07;  19;09;1297.00;                  01
RO;317210;61906;                  07;  43;09;2385.00;                  01
RO;142505;47512;                  07;  29;08;2019.28;                  01
RO;212420;10112;                  07;  35;02;2960.33;                  01
RO;212410;01156;                  07;  31;09;5370.11;                  01
RO;142520;82113;                  07;  40;08;4298.16;                  01
RO;212420;77331;                  07;  40;09;3160.00;                  01
RO;317210;47890;                  07;  33;02;3185.92;                  01
RO;142515;50211;                  07;  56;02;4321.00;                  01
RO;142505;47547;                  07;  36;08;3000.00;                  01
RO;317210;85325;                  07;  27;02;1906.91;                  01
RO;142515;45111;                  07;  35;08;3579.53;                  01
RO;212410;61108;                  07;  31;08;1450.00;                  01
RO;317210;62091;                  07;  23;09;2510.71;                  01
RO;317210;62091;                  07;  27;08;2761.79;                  01
RO;317210;62091;                  07;  31;09;3593.11;                  01
RO;317210;85325;                  07;  41;08;1965.19;                  01
RO;212420;42995;                  07;  47;08;3364.57;                  01
RO;212420;62091;                  07;  23;09;1500.00;                  01
RO;212420;62091;                  07;  24;09;1500.00;                  01
RO;317110;62091;                  07;  25;09;6315.60;                  01
RO;212420;85325;                  07;  26;02;1250.47;                  01
RO;317210;47547;                  07;  19;09;1179.00;                  01
RO;142505;61108;                  07;  23;02;1917.60;                  01
RO;142505;61108;                  07;  21;08;2125.00;                  01
RO;142505;61108;                  07;  27;08;4501.00;                  01
RO;212410;61108;                  07;  22;08;1350.00;                  01
RO;212410;61108;                  07;  20;08;1350.00;                  01
RO;212410;61108;                  07;  18;08;1350.00;                  01
RO;142505;61108;                  07;  34;08;4200.00;                  01
RO;317110;62091;                  07;  25;08;1242.00;                  01
RO;317205;46494;                  07;  26;08;2100.00;                  01
RO;142505;64620;                  07;  23;09;4013.15;                  01
RO;212405;94308;                  07;  19;09;3500.00;                  01
RO;317210;62031;                  07;  27;08;1242.00;                  01
RO;317110;62031;                  07;  25;08;3000.00;                  01
RO;317210;62031;                  07;  24;08;1983.51;                  01
RO;317110;62031;                  07;  24;08;3000.00;                  01
RO;317110;62031;                  07;  18;08;670.96;                  01
RO;317115;45307;                  07;  40;09;2000.00;                  01
RO;212410;61108;                  07;  25;08;1350.00;                  01
RO;317210;85325;                  07;  37;02;2334.36;                  01
RO;317210;85325;                  07;  27;02;1635.97;                  01
RO;317110;62023;                  07;  17;09;675.00;                  01
RO;317110;62023;                  07;  20;09;1350.00;                  01
RO;317110;62023;                  07;  19;09;1500.00;                  01
RO;317110;62023;                  07;  21;09;1350.00;                  01
RO;317110;62015;                  07;  29;08;5231.28;                  01
RO;317110;62015;                  07;  23;09;2600.00;                  01
RO;317110;62015;                  07;  23;09;2600.00;                  01
RO;212410;62015;                  07;  33;02;3279.41;                  01
RO;212420;61906;                  07;  23;09;1738.80;                  01
RO;317210;61906;                  07;  19;09;1242.00;                  01
RO;212420;61906;                  07;  26;09;1614.60;                  01
RO;142505;61906;                  07;  26;09;2484.00;                  01
RO;142510;62023;                  07;  51;09;6010.23;                  01
RO;212420;49302;                  07;  58;09;2273.66;                  01
RO;212410;61108;                  07;  24;08;1614.60;                  01
RO;142530;84116;                  07;  21;99;2500.00;                  01
RO;212405;71120;                  07;  29;09;3376.00;                  01
RO;212415;62040;                  07;  45;09;1800.00;                  01
RO;317210;86402;                  07;  33;08;1500.00;                  01
RO;317210;74901;                  07;  20;09;1099.81;                  01
RO;317210;46443;                  07;  21;08;1796.48;                  01
RO;212410;62091;                  07;  24;08;1684.16;                  01
RO;317210;61906;                  07;  31;09;1774.48;                  01
RO;317210;61906;                  07;  23;09;1775.18;                  01
RO;317210;46354;                  07;  25;09;2420.00;                  01
RO;317205;58298;                  07;  45;09;1519.95;                  01
RO;317210;61108;                  07;  27;08;1241.39;                  01
RO;317210;61108;                  07;  26;08;1918.80;                  01
RO;317210;61108;                  07;  24;08;2841.21;                  01
RO;317210;61108;                  07;  20;08;1614.60;                  01
RO;317210;61108;                  07;  19;08;1328.48;                  01
RO;212310;61906;                  07;  25;02;2435.11;                  01
RO;212310;61906;                  07;  37;02;2124.54;                  01
RO;212310;61906;                  07;  32;02;2797.39;                  01
RO;317210;61906;                  07;  23;09;1780.77;                  01
RO;317210;47512;                  07;  28;09;1353.77;                  01
RO;317205;47814;                  07;  35;02;1848.37;                  01
RO;212405;10112;                  07;  32;02;3457.65;                  01
RO;317210;61906;                  07;  20;04;1796.34;                  01
RO;317205;69206;                  07;  25;08;2744.64;                  01
RO;317205;61108;                  07;  31;08;3439.96;                  01
RO;317205;61108;                  07;  22;08;827.20;                  01
RO;317205;61108;                  07;  28;02;2853.76;                  01
RO;317205;61108;                  07;  23;08;3487.55;                  01
RO;317205;61108;                  07;  21;08;928.45;                  01
RO;317205;61108;                  07;  22;08;3468.51;                  01
RO;317205;61108;                  07;  33;08;2402.13;                  01
RO;317110;62023;                  07;  19;02;1242.00;                  01
RO;317110;35115;                  07;  45;02;5780.00;                  01
RO;212405;46729;                  07;  29;09;2254.28;                  01
RO;212420;52311;                  07;  32;08;7884.97;                  01
RO;142510;49302;                  07;  30;08;4623.45;                  01
RO;212420;46915;                  07;  31;08;2678.77;                  01
RO;317210;85325;                  07;  21;08;1747.33;                  01
RO;212405;46915;                  07;  20;08;1567.00;                  01
RO;317205;61108;                  07;  30;08;2812.49;                  01
RO;212410;46915;                  07;  29;02;3364.45;                  01
RO;212420;46460;                  07;  29;08;2179.84;                  01
RO;317210;10619;                  07;  23;02;1517.77;                  01
RO;317110;46443;                  07;  27;08;2678.06;                  01
RO;212305;46915;                  07;  37;08;3110.00;                  01
RO;212305;46460;                  07;  28;09;2096.41;                  01
RO;212410;10201;                  07;  25;02;2737.14;                  01
RO;317205;33147;                  07;  30;08;1628.71;                  01
RO;317205;33147;                  07;  29;08;1787.17;                  01
RO;317205;33147;                  07;  28;08;1457.39;                  01
RO;317105;61108;                  07;  30;02;3284.92;                  01
RO;317210;10660;                  07;  28;09;1945.31;                  01
RO;317210;43215;                  07;  22;08;1174.26;                  01
RO;212410;61108;                  07;  20;09;2094.32;                  01
RO;212410;61108;                  07;  38;08;2994.99;                  01
RO;317210;10660;                  07;  27;09;2035.75;                  01
RO;142505;47521;                  07;  42;09;1835.20;                  01
RO;317205;49302;                  07;  31;08;1528.81;                  01
RO;212420;10112;                  07;  26;08;4009.20;                  01
RO;317110;10660;                  07;  40;02;4284.46;                  01
RO;317210;62031;                  07;  21;08;2487.15;                  01
RO;123605;47539;                  07;  34;08;3026.09;                  01
RO;317105;61108;                  07;  31;02;2993.68;                  01
RO;317105;61108;                  07;  25;08;948.88;                  01
RO;317210;61108;                  07;  26;02;1855.16;                  01
RO;317105;61108;                  07;  23;08;2475.03;                  01
RO;317105;61108;                  07;  26;04;1803.60;                  01
RO;317210;62031;                  07;  28;06;1500.00;                  01
RO;317210;62031;                  07;  25;08;1887.05;                  01
RO;317110;62031;                  07;  28;08;2227.00;                  01
RO;317210;62031;                  07;  29;08;1264.69;                  01
RO;317210;62031;                  07;  19;08;1502.93;                  01
RO;317205;49221;                  07;  32;08;2373.73;                  01
RO;212420;86101;                  07;  24;08;1991.87;                  01
RO;317110;47890;                  07;  22;09;1339.12;                  01
RO;317110;47890;                  07;  19;09;1311.86;                  01
RO;317110;47890;                  07;  20;09;1349.84;                  01
RO;142505;61108;                  07;  28;09;2665.11;                  01
RO;317210;46818;                  07;  22;08;1854.01;                  01
RO;317205;10660;                  07;  37;08;2894.32;                  01
RO;212420;35115;                  07;  40;02;16610.44;                  01
RO;142530;61906;                  07;  26;08;2540.00;                  01
RO;142515;60217;                  07;  53;08;2249.71;                  01
RO;317210;62023;                  07;  37;09;1190.10;                  01
RO;212420;45111;                  07;  20;02;1761.64;                  01
RO;212420;45111;                  07;  19;09;1190.22;                  01
RO;142530;47512;                  07;  31;09;1722.83;                  01
RO;317210;47512;                  07;  30;09;1801.31;                  01
RO;317210;47512;                  07;  36;09;2228.16;                  01
RO;317210;47512;                  07;  33;09;2188.41;                  01
RO;317205;47521;                  07;  42;02;1775.65;                  01
RO;142520;61906;                  07;  31;08;1738.80;                  01
RO;317205;64247;                  07;  35;09;2746.68;                  01
RO;212420;62091;                  07;  30;08;1266.49;                  01
RO;317210;95118;                  07;  23;09;1691.54;                  01
RO;317210;95118;                  07;  22;09;1309.21;                  01
RO;317205;47113;                  07;  25;08;4217.07;                  01
RO;317205;47113;                  07;  30;08;3568.01;                  01
RO;212420;46443;                  07;  18;04;1249.88;                  01
RO;212405;46443;                  07;  22;08;2122.66;                  01
RO;317205;61906;                  07;  40;08;3526.72;                  01
RO;317205;61906;                  07;  25;02;2978.01;                  01
RO;317205;61906;                  07;  35;08;3397.25;                  01
RO;317205;61906;                  07;  19;08;2676.97;                  01
RO;317205;61906;                  07;  26;09;3592.64;                  01
RO;212420;10112;                  07;  25;02;2242.64;                  01
RO;142505;61906;                  07;  25;09;3445.67;                  01
RO;317110;47512;                  07;  20;08;1814.40;                  01
RO;317210;47113;                  07;  32;02;11024.68;                  01
RO;317210;82202;                  07;  19;09;1723.57;                  01
RO;212420;64247;                  07;  30;09;1076.46;                  01
RO;317205;61906;                  07;  29;02;2795.78;                  01
RO;212415;10112;                  07;  28;08;5342.57;                  01
RO;212405;64247;                  07;  20;08;2397.68;                  01
RO;317210;84116;                  07;  26;99;1938.30;                  01
RO;317210;61108;                  07;  24;09;1921.09;                  01
RO;317210;61108;                  07;  21;09;2014.72;                  01
RO;212405;46494;                  07;  26;08;4643.27;                  01
RO;317205;47717;                  07;  30;02;3777.01;                  01
RO;212420;10112;                  07;  23;08;2197.52;                  01
RO;212410;61906;                  07;  29;08;3292.32;                  01
RO;212420;61906;                  07;  31;08;1802.26;                  01
RO;212410;61906;                  07;  26;04;1414.31;                  01
RO;317110;61906;                  07;  25;09;2662.34;                  01
RO;212420;61906;                  07;  24;02;1876.25;                  01
RO;212420;61906;                  07;  23;08;1146.52;                  01
RO;212420;61906;                  07;  26;09;1876.01;                  01
RO;212420;61906;                  07;  23;09;1725.82;                  01
RO;212420;61906;                  07;  25;02;1903.48;                  01
RO;212420;61906;                  07;  24;02;1928.45;                  01
RO;212420;61906;                  07;  21;02;1923.17;                  01
RO;212420;61906;                  07;  23;08;1877.18;                  01
RO;142515;60217;                  07;  40;08;2268.67;                  01
RO;317205;47423;                  07;  26;09;1458.91;                  01
RO;317205;47423;                  07;  20;09;1213.76;                  01
RO;317205;47423;                  07;  24;08;1459.57;                  01
RO;317205;47512;                  07;  33;08;3035.20;                  01
RO;212420;10112;                  07;  35;08;4136.71;                  01
RO;317210;86402;                  07;  22;09;2036.85;                  01
RO;317205;47113;                  07;  20;08;3943.61;                  01
RO;317210;86101;                  07;  22;08;2207.86;                  01
RO;317205;47512;                  07;  22;08;1411.97;                  01
RO;212420;10112;                  07;  26;02;2760.08;                  01
RO;212420;61906;                  07;  21;08;1257.79;                  01
RO;212420;61906;                  07;  19;02;1698.34;                  01
RO;317210;69206;                  07;  34;08;3133.49;                  01
RO;212420;49302;                  07;  20;08;2473.62;                  01
RO;212420;10112;                  07;  20;08;3233.13;                  01
