UF;CBO Ocupação 2002;CNAE 2.0 Classe;Escolaridade após 2005;Idade;Raça Cor;Vl Remun Dezembro Nom;Sexo Trabalhador
GO;212420;47512;                  08;  20;02;550.00;                  01
GO;317110;47512;                  08;  22;08;1700.00;                  01
GO;212410;47512;                  08;  29;08;3000.00;                  01
GO;142530;86101;                  08;  46;02;4340.85;                  01
GO;317205;47512;                  08;  21;02;1100.00;                  01
GO;317115;26515;                  08;  26;08;6144.80;                  01
GO;317210;95118;                  08;  24;08;1606.90;                  01
GO;317210;95118;                  08;  19;02;1430.00;                  01
GO;212405;46427;                  08;  24;02;887.10;                  01
GO;317210;46427;                  08;  21;02;1166.49;                  01
GO;317110;46460;                  08;  27;08;2100.00;                  01
GO;317110;62023;                  08;  28;02;3000.00;                  01
GO;142530;62023;                  08;  36;02;10015.20;                  01
GO;317210;62023;                  08;  33;02;3363.97;                  01
GO;317105;47539;                  08;  24;08;1705.18;                  01
GO;212405;62023;                  08;  33;02;5195.44;                  01
GO;212430;62023;                  08;  28;02;2800.00;                  01
GO;317210;62023;                  08;  27;02;1800.00;                  01
GO;142530;62023;                  08;  41;02;6846.00;                  01
GO;212405;62091;                  08;  21;04;3000.00;                  01
GO;317105;62091;                  08;  28;08;2884.00;                  01
GO;212405;62091;                  08;  46;08;4100.00;                  01
GO;212410;69206;                  08;  30;02;1100.00;                  01
GO;212405;62031;                  08;  27;08;3732.75;                  01
GO;317210;47512;                  08;  19;08;1168.74;                  01
GO;212420;65502;                  08;  39;08;2783.87;                  01
GO;317210;62091;                  08;  36;08;3395.54;                  01
GO;317210;62091;                  08;  31;08;3057.08;                  01
GO;212405;46931;                  08;  37;08;2829.62;                  01
GO;317210;21211;                  08;  18;09;1369.60;                  01
GO;212405;47440;                  08;  25;08;2975.00;                  01
GO;212420;62031;                  08;  21;09;1442.00;                  01
GO;212405;46834;                  08;  22;02;2500.00;                  01
GO;317110;62015;                  08;  56;08;6415.79;                  01
GO;212420;47717;                  08;  22;08;1300.00;                  01
GO;317110;62031;                  08;  22;04;2444.00;                  01
GO;142520;45111;                  08;  38;09;4500.00;                  01
GO;212405;62031;                  08;  40;02;11912.05;                  01
GO;317210;82997;                  08;  26;09;1738.75;                  01
GO;317210;82997;                  08;  20;09;1429.60;                  01
GO;212420;77403;                  08;  23;08;2300.00;                  01
GO;212405;61108;                  08;  28;09;4240.00;                  01
GO;212420;58221;                  08;  28;02;3485.72;                  01
GO;317210;47636;                  08;  19;09;1110.30;                  01
GO;317110;85317;                  08;  23;02;1532.85;                  01
GO;317110;62091;                  08;  21;02;1100.00;                  01
GO;317110;62091;                  08;  26;02;1100.00;                  01
GO;317110;47539;                  08;  21;02;2967.20;                  01
GO;317110;47539;                  08;  23;09;3324.93;                  01
GO;317110;63194;                  08;  21;02;1600.00;                  01
GO;317110;62015;                  08;  30;02;2848.00;                  01
GO;317110;62015;                  08;  22;02;4459.00;                  01
GO;317110;62015;                  08;  23;08;3819.00;                  01
GO;212305;63194;                  08;  43;02;3138.74;                  01
GO;317105;82113;                  08;  19;08;2592.78;                  01
GO;317110;94995;                  08;  55;02;12828.95;                  01
GO;317205;61906;                  08;  30;02;1547.32;                  01
GO;317210;62015;                  08;  35;08;1490.94;                  01
GO;212410;62031;                  08;  27;08;2835.35;                  01
GO;317105;62031;                  08;  33;08;3675.00;                  01
GO;317105;47539;                  08;  31;08;1705.18;                  01
GO;212405;71197;                  08;  29;08;1340.63;                  01
GO;212405;62015;                  08;  32;09;1869.25;                  01
GO;212405;62015;                  08;  20;09;1869.25;                  01
GO;317210;10414;                  08;  25;08;1821.88;                  01
GO;212410;10414;                  08;  22;02;2053.75;                  01
GO;212420;62031;                  08;  30;08;2922.00;                  01
GO;212420;62031;                  08;  26;08;5078.57;                  01
GO;142520;62091;                  08;  36;09;6500.00;                  01
GO;142530;46931;                  08;  36;08;2564.91;                  01
GO;212405;45111;                  08;  60;02;5131.52;                  01
GO;212405;86101;                  08;  31;02;5510.95;                  01
GO;212410;61906;                  08;  24;09;1200.00;                  01
GO;212410;61906;                  08;  30;09;1200.00;                  01
GO;212420;62023;                  08;  25;09;1714.81;                  01
GO;317210;85996;                  08;  58;04;8533.00;                  01
GO;212315;62031;                  08;  30;02;2500.00;                  01
GO;212315;62031;                  08;  30;02;2500.00;                  01
GO;212405;62023;                  08;  24;04;2448.00;                  01
GO;142530;62023;                  08;  23;02;4364.52;                  01
GO;212420;62023;                  08;  45;02;2930.80;                  01
GO;212405;62023;                  08;  20;02;1860.00;                  01
GO;317205;62091;                  08;  27;08;1750.00;                  01
GO;317110;62023;                  08;  22;02;1591.89;                  01
GO;212405;62015;                  08;  27;08;3067.23;                  01
GO;212410;62015;                  08;  27;02;4516.52;                  01
GO;212405;46427;                  08;  21;02;2682.02;                  01
GO;212405;62031;                  08;  23;04;1500.00;                  01
GO;212405;62031;                  08;  22;08;1575.60;                  01
GO;212420;82113;                  08;  21;09;2830.00;                  01
GO;212405;47113;                  08;  31;02;2402.04;                  01
GO;212305;82113;                  08;  36;08;8090.00;                  01
GO;317110;93123;                  08;  28;09;2515.03;                  01
GO;212405;62023;                  08;  28;08;6163.45;                  01
GO;212405;35140;                  08;  43;02;5088.81;                  01
GO;142515;35140;                  08;  41;02;12589.39;                  01
GO;212405;45111;                  08;  21;06;3812.25;                  01
GO;142530;84116;                  08;  39;99;1800.00;                  01
GO;212405;62015;                  08;  24;08;2376.00;                  01
GO;317110;62015;                  08;  26;02;2848.00;                  01
GO;317110;62015;                  08;  22;08;4016.00;                  01
GO;317110;62015;                  08;  23;08;2950.00;                  01
GO;212420;82911;                  08;  32;06;2022.72;                  01
GO;212420;62091;                  08;  34;02;2690.00;                  01
GO;212420;62091;                  08;  26;02;2140.00;                  01
GO;317120;47512;                  08;  23;02;2069.60;                  01
GO;212405;62031;                  08;  36;08;3780.00;                  01
GO;212420;62031;                  08;  25;08;2121.00;                  01
GO;212420;62031;                  08;  32;08;2678.00;                  01
GO;212420;62031;                  08;  25;02;2040.00;                  01
GO;317110;82113;                  08;  18;08;1238.08;                  01
GO;212405;82113;                  08;  28;08;1797.70;                  01
GO;212420;62015;                  08;  20;09;1500.00;                  01
GO;317110;62023;                  08;  30;02;7878.63;                  01
GO;212420;62023;                  08;  24;09;2057.76;                  01
GO;317110;62023;                  08;  24;09;2356.17;                  01
GO;212410;62023;                  08;  24;06;3376.07;                  01
GO;212405;62023;                  08;  23;09;4054.32;                  01
GO;212405;62091;                  08;  21;08;1337.06;                  01
GO;212420;62031;                  08;  31;08;4138.26;                  01
GO;317210;46516;                  08;  20;08;2500.00;                  01
GO;212420;46516;                  08;  24;08;2500.00;                  01
GO;212410;52231;                  08;  27;02;3129.28;                  01
GO;317205;18211;                  08;  36;02;4799.38;                  01
GO;317110;45307;                  08;  59;02;6418.30;                  01
GO;212420;47512;                  08;  32;08;2534.69;                  01
GO;212420;47512;                  08;  28;08;1820.00;                  01
GO;212420;47512;                  08;  22;08;1820.00;                  01
GO;317205;61906;                  08;  48;02;1547.32;                  01
GO;212405;64247;                  08;  27;02;2760.04;                  01
GO;212420;62023;                  08;  24;09;2057.76;                  01
GO;212420;62023;                  08;  22;09;2057.76;                  01
GO;142510;62091;                  08;  42;08;1178.32;                  01
GO;317210;86101;                  08;  29;02;2090.38;                  01
GO;212410;33295;                  08;  28;02;1980.00;                  01
GO;212405;63194;                  08;  25;02;3500.00;                  01
GO;212410;63194;                  08;  23;08;3724.00;                  01
GO;212410;63194;                  08;  24;08;3712.80;                  01
GO;212405;63194;                  08;  26;02;5000.00;                  01
GO;212405;63194;                  08;  27;02;3033.33;                  01
GO;212410;63194;                  08;  28;02;2166.67;                  01
GO;212410;63194;                  08;  30;02;3911.75;                  01
GO;317110;62091;                  08;  21;02;1650.00;                  01
GO;142515;47822;                  08;  33;08;6554.62;                  01
GO;317210;77390;                  08;  21;08;1500.00;                  01
GO;317210;01555;                  08;  20;08;1550.84;                  01
GO;317110;62023;                  08;  29;09;2356.17;                  01
GO;212405;62023;                  08;  23;09;3318.84;                  01
GO;212420;46524;                  08;  21;08;1500.00;                  01
GO;317110;94995;                  08;  52;02;5538.21;                  01
GO;317110;62023;                  08;  34;09;2356.17;                  01
GO;212405;62023;                  08;  33;09;3677.39;                  01
GO;317110;62091;                  08;  30;02;9715.50;                  01
GO;317110;62091;                  08;  30;02;8077.16;                  01
GO;212410;55108;                  08;  29;08;3741.89;                  01
GO;317110;62091;                  08;  22;08;2269.04;                  01
GO;317110;62091;                  08;  19;09;1983.75;                  01
GO;142520;62091;                  08;  20;09;878.51;                  01
GO;317110;62023;                  08;  34;08;8576.15;                  01
GO;317210;94308;                  08;  21;08;1579.00;                  01
GO;212420;10716;                  08;  27;08;2325.32;                  01
GO;317110;60217;                  08;  40;08;6000.00;                  01
GO;212420;62023;                  08;  25;09;2456.49;                  01
GO;317110;01512;                  08;  31;02;2074.00;                  01
GO;212410;82199;                  08;  27;02;2149.80;                  01
GO;317110;47539;                  08;  30;08;2962.81;                  01
GO;317110;47539;                  08;  20;02;2962.81;                  01
GO;317210;62091;                  08;  22;08;1100.00;                  01
GO;317105;69206;                  08;  26;02;1700.00;                  01
GO;317210;21211;                  08;  19;09;1369.60;                  01
GO;317110;62040;                  08;  22;02;2000.00;                  01
GO;212410;93123;                  08;  35;08;2871.15;                  01
GO;212305;66193;                  08;  28;02;2500.00;                  01
GO;317110;62023;                  08;  22;09;2356.17;                  01
GO;317110;62023;                  08;  21;09;2356.17;                  01
GO;212405;62023;                  08;  32;02;7609.79;                  01
GO;142510;62023;                  08;  23;08;8727.50;                  01
GO;317110;62023;                  08;  26;02;5842.18;                  01
GO;317105;62023;                  08;  31;09;2436.34;                  01
GO;212405;62040;                  08;  32;02;6555.00;                  01
GO;212420;86101;                  08;  27;02;2700.82;                  01
GO;212405;63119;                  08;  21;02;2200.00;                  01
GO;212420;80200;                  08;  19;09;600.34;                  01
GO;212420;46834;                  08;  27;08;3187.00;                  01
GO;317205;47512;                  08;  24;08;1368.09;                  01
GO;212420;45111;                  08;  28;02;1836.24;                  01
GO;317110;26515;                  08;  25;02;1963.15;                  01
GO;212405;62023;                  08;  24;09;3493.52;                  01
GO;212405;62023;                  08;  22;09;3318.84;                  01
GO;317110;94995;                  08;  22;08;2438.86;                  01
GO;212410;69206;                  08;  21;02;1870.63;                  01
GO;142505;82113;                  08;  39;02;9428.90;                  01
GO;212410;95118;                  08;  30;09;619.35;                  01
GO;212405;82199;                  08;  25;09;3000.00;                  01
GO;212410;62040;                  08;  33;04;4000.00;                  01
GO;317110;62031;                  08;  20;08;3884.24;                  01
GO;212420;66126;                  08;  28;02;5024.36;                  01
GO;317110;62031;                  08;  22;08;1900.00;                  01
GO;317110;62015;                  08;  32;08;2000.00;                  01
GO;212420;62031;                  08;  24;02;2163.00;                  01
GO;212405;62031;                  08;  46;02;5350.00;                  01
GO;212420;62031;                  08;  27;08;3498.00;                  01
GO;317110;62031;                  08;  20;09;2500.00;                  01
GO;212420;62031;                  08;  29;09;2222.00;                  01
GO;317110;60217;                  08;  43;04;2600.00;                  01
GO;212420;62091;                  08;  28;08;2700.00;                  01
GO;212420;62031;                  08;  44;09;1677.42;                  01
GO;317210;62023;                  08;  27;02;2550.00;                  01
GO;317110;47521;                  08;  23;08;1981.83;                  01
GO;317110;47521;                  08;  25;08;1981.83;                  01
GO;317110;47521;                  08;  27;08;4079.05;                  01
GO;317110;62031;                  08;  23;09;2026.67;                  01
GO;212310;82113;                  08;  20;09;2300.00;                  01
GO;212420;62023;                  08;  30;09;3500.63;                  01
GO;317110;62023;                  08;  27;09;5374.90;                  01
GO;212405;62023;                  08;  22;09;3318.84;                  01
GO;212410;47539;                  08;  22;08;2745.06;                  01
GO;317210;88006;                  08;  22;08;1711.22;                  01
GO;212405;94201;                  08;  56;08;4791.20;                  01
GO;317210;77390;                  08;  19;08;1350.00;                  01
GO;317110;77390;                  08;  23;02;2010.00;                  01
GO;317110;77390;                  08;  23;08;2010.00;                  01
GO;317210;77390;                  08;  23;08;1885.34;                  01
GO;317210;77390;                  08;  24;08;1616.00;                  01
GO;317110;01628;                  08;  28;09;1066.67;                  01
GO;212420;63119;                  08;  25;08;2154.24;                  01
GO;317110;63119;                  08;  25;08;3640.00;                  01
GO;212420;63119;                  08;  27;08;2238.72;                  01
GO;212420;63119;                  08;  24;08;2133.12;                  01
GO;212420;47822;                  08;  39;08;4498.87;                  01
GO;317110;93123;                  08;  43;08;2160.01;                  01
GO;212410;93123;                  08;  22;02;2650.00;                  01
GO;212405;46931;                  08;  24;08;3979.66;                  01
GO;317205;46931;                  08;  26;08;2400.00;                  01
GO;212410;61108;                  08;  33;02;2783.88;                  01
GO;317205;72100;                  08;  21;09;1605.00;                  01
GO;212405;82113;                  08;  35;02;778.00;                  01
GO;317105;86402;                  08;  36;02;3962.52;                  01
GO;212420;62031;                  08;  27;09;3500.00;                  01
GO;212420;69206;                  08;  25;02;2643.68;                  01
GO;212405;86607;                  08;  33;08;4109.56;                  01
GO;142520;61108;                  08;  29;09;2036.02;                  01
GO;317210;85325;                  08;  25;09;2587.92;                  01
GO;317205;84116;                  08;  42;99;4664.80;                  01
GO;212420;86101;                  08;  25;02;3240.98;                  01
GO;317205;95118;                  08;  20;09;1100.00;                  01
GO;317205;95118;                  08;  22;09;1100.00;                  01
GO;317205;95118;                  08;  22;09;1100.00;                  01
GO;317205;86101;                  08;  27;04;1953.29;                  01
GO;212420;95118;                  08;  22;08;1122.00;                  01
GO;317210;62091;                  08;  21;08;1362.40;                  01
GO;317210;62040;                  08;  42;08;2063.87;                  01
GO;212405;62040;                  08;  42;02;2222.00;                  01
GO;142530;62015;                  08;  48;08;19117.80;                  01
GO;317205;84116;                  08;  53;99;8246.43;                  01
GO;212405;70204;                  08;  49;02;5497.88;                  01
GO;212405;85325;                  08;  30;09;4336.74;                  01
GO;317210;95126;                  08;  29;08;2413.90;                  01
GO;317205;95126;                  08;  28;09;2261.00;                  01
GO;317210;55108;                  08;  25;08;1973.01;                  01
GO;212420;49302;                  08;  29;02;3700.00;                  01
GO;212405;62040;                  08;  35;08;11800.00;                  01
GO;212405;62040;                  08;  34;08;4545.00;                  01
GO;212405;62031;                  08;  20;08;1202.60;                  01
GO;212405;86101;                  08;  25;02;4355.79;                  01
GO;317110;62091;                  08;  27;02;4184.16;                  01
GO;212315;62091;                  08;  26;02;8925.00;                  01
GO;212405;62091;                  08;  30;08;7228.63;                  01
GO;317110;62091;                  08;  27;02;5000.00;                  01
GO;317105;62091;                  08;  22;08;3618.27;                  01
GO;212420;62040;                  08;  22;09;1400.00;                  01
GO;317110;82911;                  08;  23;08;4256.37;                  01
GO;317110;62015;                  08;  28;02;2848.00;                  01
GO;317205;45111;                  08;  19;08;775.00;                  01
GO;212420;64247;                  08;  28;09;2761.69;                  01
GO;212405;68226;                  08;  21;02;1649.74;                  01
GO;317210;62015;                  08;  23;02;1658.21;                  01
GO;317110;62015;                  08;  28;02;1590.00;                  01
GO;212405;62015;                  08;  28;02;4015.71;                  01
GO;317210;62015;                  08;  29;08;3449.08;                  01
GO;317110;85201;                  08;  29;09;1609.61;                  01
GO;142530;10414;                  08;  42;02;7543.48;                  01
GO;317110;62015;                  08;  32;09;3480.24;                  01
GO;317110;62031;                  08;  20;02;2000.00;                  01
GO;317110;45307;                  08;  29;08;2978.57;                  01
GO;212420;10716;                  08;  23;02;2536.29;                  01
GO;317110;47539;                  08;  56;08;8215.15;                  01
GO;317210;62091;                  08;  21;08;1397.59;                  01
GO;317210;47539;                  08;  24;04;1846.50;                  01
GO;317110;47539;                  08;  19;02;2962.81;                  01
GO;212420;69206;                  08;  53;08;2200.00;                  01
GO;212420;69206;                  08;  27;02;1814.76;                  01
GO;212405;10520;                  08;  27;06;3863.33;                  01
GO;317110;62015;                  08;  32;09;7210.00;                  01
GO;212420;62015;                  08;  23;09;1446.54;                  01
GO;212420;62015;                  08;  47;09;2200.46;                  01
GO;212420;62023;                  08;  28;08;2331.00;                  01
GO;317205;62091;                  08;  21;08;2755.00;                  01
GO;212415;47890;                  08;  38;08;1749.00;                  01
GO;212405;62091;                  08;  25;08;3000.00;                  01
GO;212410;62091;                  08;  24;04;2340.97;                  01
GO;317205;62023;                  08;  20;09;2489.30;                  01
GO;317205;62023;                  08;  22;09;2489.30;                  01
GO;317110;47539;                  08;  22;06;2962.81;                  01
GO;317105;47539;                  08;  26;02;1705.18;                  01
GO;317110;47539;                  08;  25;08;2962.81;                  01
GO;212420;47717;                  08;  20;08;2871.46;                  01
GO;212420;86101;                  08;  26;02;3075.51;                  01
GO;212305;62040;                  08;  30;08;2572.57;                  01
GO;317205;84302;                  08;  28;99;1160.00;                  01
GO;317110;47539;                  08;  22;08;2962.81;                  01
GO;317210;62091;                  08;  19;02;1300.00;                  01
GO;212205;62091;                  08;  31;02;2377.46;                  01
GO;212420;63119;                  08;  23;02;1800.00;                  01
GO;317110;62023;                  08;  22;09;3281.56;                  01
GO;212405;62023;                  08;  27;09;5239.63;                  01
GO;317110;62023;                  08;  26;09;2356.17;                  01
GO;317110;62023;                  08;  34;09;3636.08;                  01
GO;212420;62023;                  08;  24;09;2553.12;                  01
GO;317110;62040;                  08;  30;04;5297.98;                  01
GO;317110;62023;                  08;  26;06;1482.00;                  01
GO;317210;62023;                  08;  22;02;1200.00;                  01
GO;212405;62023;                  08;  21;09;2356.17;                  01
GO;317110;62023;                  08;  28;09;4219.76;                  01
GO;212420;62023;                  08;  25;08;3318.84;                  01
GO;212420;19314;                  08;  27;02;2572.50;                  01
GO;317110;62023;                  08;  30;09;2356.17;                  01
GO;317210;61108;                  08;  28;09;1399.37;                  01
GO;317210;46834;                  08;  25;02;2200.00;                  01
GO;317110;62015;                  08;  18;08;1677.42;                  01
GO;212405;62015;                  08;  29;02;2000.00;                  01
GO;212420;62015;                  08;  21;09;1446.24;                  01
GO;212420;82113;                  08;  24;08;1300.00;                  01
GO;212415;10121;                  08;  46;08;9698.53;                  01
GO;212420;95118;                  08;  31;02;1800.00;                  01
GO;212305;82113;                  08;  30;08;6612.84;                  01
GO;317205;47512;                  08;  28;02;1100.00;                  01
GO;317110;62015;                  08;  24;02;3839.62;                  01
GO;142530;45307;                  08;  40;02;5158.07;                  01
GO;317110;62015;                  08;  22;09;3819.00;                  01
GO;212305;46613;                  08;  24;08;2279.81;                  01
GO;317210;95118;                  08;  24;08;1376.02;                  01
GO;212420;69206;                  08;  23;08;1637.59;                  01
GO;317105;47539;                  08;  22;02;1636.05;                  01
GO;317105;47539;                  08;  27;04;1705.18;                  01
GO;212405;85139;                  08;  31;08;2443.60;                  01
GO;317210;10619;                  08;  39;08;2424.72;                  01
GO;317210;62031;                  08;  29;08;2873.25;                  01
GO;212405;62031;                  08;  24;08;4738.00;                  01
GO;212420;62023;                  08;  32;08;2474.23;                  01
GO;212420;62023;                  08;  23;09;2474.23;                  01
GO;212405;62031;                  08;  22;08;3000.00;                  01
GO;212405;62031;                  08;  35;08;3030.00;                  01
GO;317210;62031;                  08;  26;08;3922.09;                  01
GO;212405;62031;                  08;  27;08;5598.11;                  01
GO;317210;49302;                  08;  25;02;1575.00;                  01
GO;317210;61108;                  08;  22;09;1790.09;                  01
GO;317110;95118;                  08;  33;08;2577.81;                  01
GO;317210;62031;                  08;  26;08;4011.70;                  01
GO;317210;62031;                  08;  37;08;2841.25;                  01
GO;317210;61906;                  08;  21;09;1804.16;                  01
GO;317210;82199;                  08;  21;08;1790.97;                  01
GO;317210;62031;                  08;  30;02;2222.00;                  01
GO;317210;62031;                  08;  24;08;2263.13;                  01
GO;142515;62031;                  08;  29;08;4186.91;                  01
GO;212405;62031;                  08;  31;08;3619.32;                  01
GO;212420;62091;                  08;  30;02;2065.31;                  01
GO;212405;10716;                  08;  46;02;9596.43;                  01
GO;212405;65421;                  08;  28;08;8233.91;                  01
GO;212310;42995;                  08;  38;08;2830.20;                  01
GO;317210;62031;                  08;  23;08;2845.65;                  01
GO;317210;62031;                  08;  21;02;1828.43;                  01
GO;212310;62091;                  08;  21;02;1579.62;                  01
GO;212310;62040;                  08;  22;02;3520.90;                  01
GO;317105;62040;                  08;  23;04;2023.93;                  01
GO;212420;62091;                  08;  29;02;2471.85;                  01
GO;142530;47512;                  08;  29;02;2748.49;                  01
GO;317210;45307;                  08;  31;09;2653.64;                  01
GO;212410;10716;                  08;  35;08;8252.46;                  01
GO;317205;10520;                  08;  27;08;2341.71;                  01
GO;212410;47512;                  08;  24;08;2275.00;                  01
GO;212405;62031;                  08;  25;09;4166.32;                  01
GO;317210;65421;                  08;  23;08;2139.99;                  01
GO;212405;62031;                  08;  34;09;4274.80;                  01
GO;317210;62031;                  08;  42;08;4873.23;                  01
GO;212405;62031;                  08;  35;08;4499.04;                  01
GO;212420;62031;                  08;  28;08;3123.57;                  01
GO;317210;62031;                  08;  23;08;2053.53;                  01
GO;212420;64247;                  08;  25;02;5289.41;                  01
GO;317110;10619;                  08;  27;08;8093.76;                  01
GO;212420;62015;                  08;  29;02;3411.64;                  01
GO;317210;46923;                  08;  35;08;6153.03;                  01
GO;317210;46923;                  08;  38;02;4890.73;                  01
GO;212405;41204;                  08;  32;02;3445.00;                  01
GO;317110;47539;                  08;  24;08;1812.04;                  01
GO;212420;62091;                  08;  21;09;2701.75;                  01
GO;317210;46923;                  08;  22;04;4064.36;                  01
GO;212420;49302;                  08;  41;08;3952.50;                  01
GO;212405;47113;                  08;  28;08;4724.36;                  01
GO;317105;17419;                  08;  32;02;5542.01;                  01
GO;317210;62091;                  08;  34;02;1200.00;                  01
GO;317210;62091;                  08;  31;08;1200.00;                  01
GO;212430;46397;                  08;  32;09;2199.12;                  01
GO;317110;82113;                  08;  32;09;7003.10;                  01
GO;212420;14126;                  08;  32;02;4827.21;                  01
GO;212405;19314;                  08;  32;08;2614.03;                  01
GO;212405;14126;                  08;  31;08;2996.47;                  01
GO;317205;10414;                  08;  24;09;3536.38;                  01
GO;317205;62091;                  08;  19;09;1200.00;                  01
GO;212405;62091;                  08;  25;02;4518.15;                  01
GO;317210;62091;                  08;  27;08;4802.87;                  01
GO;317210;11224;                  08;  32;08;1603.96;                  01
GO;212405;86101;                  08;  28;02;4699.21;                  01
GO;212405;62031;                  08;  48;02;8822.81;                  01
GO;212420;62031;                  08;  31;08;4291.15;                  01
GO;212420;62031;                  08;  25;02;2829.62;                  01
GO;212405;19314;                  08;  32;08;7045.95;                  01
GO;317210;19314;                  08;  35;02;4079.26;                  01
GO;317205;46443;                  08;  25;08;2383.24;                  01
GO;212315;46915;                  08;  29;08;4770.00;                  01
GO;212405;21211;                  08;  28;09;7216.84;                  01
GO;317110;42219;                  08;  22;08;1391.67;                  01
GO;317210;82113;                  08;  22;09;1659.60;                  01
GO;212405;49302;                  08;  29;09;2890.73;                  01
GO;212405;62031;                  08;  31;08;4666.51;                  01
GO;212405;10716;                  08;  39;02;8623.17;                  01
GO;212405;62015;                  08;  26;02;7278.75;                  01
GO;212405;62015;                  08;  36;04;7830.76;                  01
GO;212405;63194;                  08;  27;02;4341.58;                  01
GO;212420;62031;                  08;  31;08;8181.00;                  01
GO;212305;82113;                  08;  26;08;3353.63;                  01
GO;212305;82113;                  08;  23;08;2000.00;                  01
GO;317205;18121;                  08;  23;08;1906.03;                  01
GO;317210;70204;                  08;  24;09;2695.96;                  01
GO;212405;62031;                  08;  36;04;5861.61;                  01
GO;212405;62031;                  08;  30;02;9105.26;                  01
GO;212410;62023;                  08;  23;09;1505.20;                  01
GO;212420;64247;                  08;  25;02;3025.83;                  01
GO;212405;62031;                  08;  30;02;4271.13;                  01
GO;212405;62031;                  08;  29;04;9169.92;                  01
GO;212405;62031;                  08;  29;02;9931.40;                  01
GO;212420;62031;                  08;  39;08;6269.88;                  01
GO;212420;62031;                  08;  35;08;2833.83;                  01
GO;212405;62015;                  08;  24;08;11639.56;                  01
GO;212420;47521;                  08;  40;08;4280.00;                  01
GO;317210;18121;                  08;  32;04;2680.21;                  01
GO;212420;62031;                  08;  39;02;3378.73;                  01
GO;212420;62031;                  08;  40;02;4316.20;                  01
GO;212405;62031;                  08;  25;02;5599.62;                  01
GO;317210;19314;                  08;  31;02;4079.26;                  01
GO;317110;62023;                  08;  28;02;2650.00;                  01
GO;317110;62091;                  08;  34;02;4213.89;                  01
GO;212405;62015;                  08;  24;02;6320.72;                  01
GO;212405;62091;                  08;  42;08;3186.67;                  01
GO;212420;62031;                  08;  27;02;3653.15;                  01
GO;317110;62091;                  08;  25;02;2146.33;                  01
GO;212410;62031;                  08;  40;02;3955.77;                  01
GO;212315;62091;                  08;  44;02;3027.23;                  01
GO;317210;14126;                  08;  23;08;2671.25;                  01
GO;212405;62091;                  08;  40;02;9372.16;                  01
GO;212410;62091;                  08;  30;08;3258.52;                  01
GO;212410;62091;                  08;  28;08;3136.80;                  01
GO;212420;62091;                  08;  29;09;3220.10;                  01
GO;212420;62091;                  08;  23;09;1853.67;                  01
GO;317110;62091;                  08;  22;09;1872.90;                  01
GO;212405;62015;                  08;  57;08;8035.89;                  01
GO;212405;10996;                  08;  28;08;5593.99;                  01
GO;212405;62015;                  08;  45;08;8050.73;                  01
GO;317210;61906;                  08;  23;08;1208.11;                  01
GO;212405;25993;                  08;  23;09;3568.36;                  01
GO;317210;61108;                  08;  28;08;1100.00;                  01
GO;212420;82113;                  08;  40;09;3279.30;                  01
GO;212420;86402;                  08;  21;09;2901.15;                  01
GO;212410;10538;                  08;  34;02;3025.00;                  01
GO;317210;85996;                  08;  27;02;2825.05;                  01
GO;317210;20134;                  08;  40;02;4917.81;                  01
GO;212410;10716;                  08;  29;08;5620.00;                  01
GO;212415;62023;                  08;  28;09;2500.00;                  01
GO;317210;62015;                  08;  27;08;2143.06;                  01
GO;317210;47521;                  08;  41;08;3647.54;                  01
GO;212420;64620;                  08;  28;02;2387.46;                  01
GO;212410;61108;                  08;  25;08;2232.56;                  01
GO;317210;01512;                  08;  24;02;1804.60;                  01
GO;212410;71120;                  08;  31;02;2234.77;                  01
GO;212405;20215;                  08;  27;04;2440.01;                  01
GO;212315;62091;                  08;  30;02;3034.85;                  01
GO;212205;62091;                  08;  22;08;2731.69;                  01
GO;212420;62091;                  08;  24;02;2851.47;                  01
GO;212205;62091;                  08;  20;02;2094.29;                  01
GO;212205;62091;                  08;  23;02;4000.00;                  01
GO;212205;62091;                  08;  26;02;2591.80;                  01
GO;212405;25993;                  08;  26;09;6080.40;                  01
GO;212410;63194;                  08;  39;08;3427.15;                  01
GO;212410;61108;                  08;  23;02;2956.99;                  01
GO;212315;86101;                  08;  23;08;2960.36;                  01
GO;212420;82911;                  08;  25;08;2834.00;                  01
GO;142505;61108;                  08;  30;08;2400.00;                  01
GO;317210;01610;                  08;  27;08;1777.29;                  01
GO;212420;64247;                  08;  24;09;4633.59;                  01
GO;212410;49302;                  08;  22;02;3272.77;                  01
GO;212405;47521;                  08;  34;08;8506.50;                  01
GO;317210;47521;                  08;  22;08;3547.44;                  01
GO;212315;63119;                  08;  26;08;3586.62;                  01
GO;212420;63119;                  08;  26;08;1921.27;                  01
GO;317110;63119;                  08;  24;02;3966.78;                  01
GO;212420;63119;                  08;  23;08;1883.96;                  01
GO;212420;85139;                  08;  23;01;2513.96;                  01
GO;212420;21211;                  08;  27;08;2632.49;                  01
GO;317210;62023;                  08;  25;08;1431.81;                  01
GO;317110;63119;                  08;  29;09;2357.85;                  01
GO;317210;47521;                  08;  27;08;4883.44;                  01
GO;212405;64247;                  08;  33;02;7461.53;                  01
GO;212420;82113;                  08;  27;02;3500.00;                  01
GO;212405;82113;                  08;  27;08;7409.28;                  01
GO;212405;62091;                  08;  28;02;3741.59;                  01
